"Identyfikator Produktu (ID)";"Nazwa produktu";"Kod referencyjny kombinacji";"Kod kreskowy EAN-13 lub JAN kombinacji";"Ilość";"Attribute KOLOR";"Attribute ROZMIAR"
"14709";"Pasek do spodni elastyczny parciany Pikeur nightblue 2020";"582400 377 390 / 105";"4060795904088";"0";"nightblue";"105 cm"
"14709";"Pasek do spodni elastyczny parciany Pikeur nightblue 2020";"582400 377 390 / 85";"4060795904064";"0";"nightblue";"85 cm"
"14709";"Pasek do spodni elastyczny parciany Pikeur nightblue 2020";"582400 377 390 / 95";"4060795904071";"1";"nightblue";"95 cm"
"14710";"Pasek z ozdobną klamrą Pikeur black 2020";"582300 357 290 / 85";"4060795903920";"2";"black";"85 cm"
"14711";"Pasek z ozdobną klamrą Pikeur brown 2020";"582300 357 090 / 85";"4060795903968";"1";"brown";"85 cm"
"14713";"Pasek z kryształkami Pikeur brown 2020";"582000 319 090 / 85";"4060795903760";"1";"brown";"85 cm"
"14717";"Bryczesy Pikeur Calanja Grip białe 2019";"142006 486 010 / 36";"4060795857230";"1";"white";"36"
"14717";"Bryczesy Pikeur Calanja Grip białe 2019";"142006 486 010 / 38";"4060795857247";"0";"white";"38"
"14717";"Bryczesy Pikeur Calanja Grip białe 2019";"142006 486 010 / 34";"4060795857223";"1";"biały";"34"
"14718";"Bryczesy Pikeur Tessa Grip taupe 2020";"141906 486 050 / 34";"4060795881402";"1";"taupe";"34"
"14718";"Bryczesy Pikeur Tessa Grip taupe 2020";"141906 486 050 / 36";"4060795881419";"0";"taupe";"36"
"14718";"Bryczesy Pikeur Tessa Grip taupe 2020";"141906 486 050 / 38";"4060795881426";"1";"taupe";"38"
"14721";"Koszulka konkursowa Pikeur Juul Athleisure white 2020";"532200 204 010 / 34";"4060795908505";"0";"white";"34"
"14721";"Koszulka konkursowa Pikeur Juul Athleisure white 2020";"532200 204 010 / 36";"4060795908512";"0";"white";"36"
"14721";"Koszulka konkursowa Pikeur Juul Athleisure white 2020";"532200 204 010 / 38";"4060795908529";"1";"white";"38"
"14722";"Koszulka konkursowa Pikeur Juul Athleisure black 2020";"532200 204 290 / 36";"4060795908598";"0";"black";"36"
"14722";"Koszulka konkursowa Pikeur Juul Athleisure black 2020";"532200 204 290 / 38";"4060795908604";"1";"black";"38"
"14724";"Koszulka Pikeur z ozdobnym napisem Jil white 2020";"524000 200 010 / 34";"4060795910546";"2";"white";"34"
"14724";"Koszulka Pikeur z ozdobnym napisem Jil white 2020";"524000 200 010 / 36";"4060795910553";"3";"white";"36"
"14724";"Koszulka Pikeur z ozdobnym napisem Jil white 2020";"524000 200 010 / 38";"4060795910560";"2";"white";"38"
"14724";"Koszulka Pikeur z ozdobnym napisem Jil white 2020";"524000 200 010 / 40";"4060795910577";"2";"white";"40"
"14725";"Koszulka Pikeur z ozdobnym napisem Jil laurel green 2020";"524000 200 270 / 34";"4060795910621";"2";"green";"34"
"14725";"Koszulka Pikeur z ozdobnym napisem Jil laurel green 2020";"524000 200 270 / 36";"4060795910638";"0";"green";"36"
"14725";"Koszulka Pikeur z ozdobnym napisem Jil laurel green 2020";"524000 200 270 / 40";"4060795910652";"1";"green";"40"
"14725";"Koszulka Pikeur z ozdobnym napisem Jil laurel green 2020";"524000 200 270 / 38";"4060795910645";"2";"green";"38"
"14726";"Koszulka Pikeur z ozdobnym napisem Jil anthracite 2020";"524000 200 280 / 36";"4060795910713";"2";"anthracite";"36"
"14726";"Koszulka Pikeur z ozdobnym napisem Jil anthracite 2020";"524000 200 280 / 38";"4060795910720";"1";"anthracite";"38"
"14726";"Koszulka Pikeur z ozdobnym napisem Jil anthracite 2020";"524000 200 280 / 34";"4060795910706";"1";"anthracite";"34"
"14726";"Koszulka Pikeur z ozdobnym napisem Jil anthracite 2020";"524000 200 280 / 40";"4060795910737";"1";"anthracite";"40"
"14727";"Koszulka Pikeur z ozdobnym napisem Jil rouge 2020";"524000 200 720 / 34";"4060795910782";"1";"rouge";"34"
"14727";"Koszulka Pikeur z ozdobnym napisem Jil rouge 2020";"524000 200 720 / 36";"4060795910799";"1";"rouge";"36"
"14727";"Koszulka Pikeur z ozdobnym napisem Jil rouge 2020";"524000 200 720 / 38";"4060795910805";"0";"rouge";"38"
"14730";"Bluza Pikeur Dorle Wild berry 2020";"527100 295 750 / 34";"4060795907256";"0";"wild berry";"34"
"14730";"Bluza Pikeur Dorle Wild berry 2020";"527100 295 750 / 36";"4060795907263";"2";"wild berry";"36"
"14730";"Bluza Pikeur Dorle Wild berry 2020";"527100 295 750 / 38";"4060795907270";"0";"wild berry";"38"
"14731";"Kurtka z kapturem Pikeur Jean połyskująca anthracite 2020";"502301 178 280 / 38";"4060795915183";"3";"anthracite";"38"
"14731";"Kurtka z kapturem Pikeur Jean połyskująca anthracite 2020";"502301 178 280 / 34";"4060795932463";"1";"anthracite";"34"
"14731";"Kurtka z kapturem Pikeur Jean połyskująca anthracite 2020";"502301 178 280 / 36";"4060795930131";"3";"anthracite";"36"
"14732";"Bezrękawnik Pikeur Jess rouge 2020";"500201 180 720 / 34";"4060795932067";"1";"rouge";"34"
"14732";"Bezrękawnik Pikeur Jess rouge 2020";"500201 180 720 / 40";"4060795928404";"0";"rouge";"40"
"14732";"Bezrękawnik Pikeur Jess rouge 2020";"500201 180 720 / 36";"4060795928398";"1";"rouge";"36"
"14732";"Bezrękawnik Pikeur Jess rouge 2020";"500201 180 720 / 38";"4060795913301";"0";"rouge";"38"
"14733";"Bryczesy Pikeur Candela Grip Jeans black 2020";"141716 477 290 / 34";"4060795933705";"0";"black";"34"
"14733";"Bryczesy Pikeur Candela Grip Jeans black 2020";"141716 477 290 / 40";"4060795923768";"1";"black";"40"
"14733";"Bryczesy Pikeur Candela Grip Jeans black 2020";"141716 477 290 / 38";"4060795902701";"0";"black";"38"
"14736";"Bryczesy z pełnym lejem silikonowym Elemento";"115148751.051";"4057052436178";"1";"niebieski";"34"
"14736";"Bryczesy z pełnym lejem silikonowym Elemento";"115148751.0527";"4057052436208";"2";"niebieski";"40"
"14736";"Bryczesy z pełnym lejem silikonowym Elemento";"115148751.0516";"4057052436185";"2";"niebieski";"36"
"14736";"Bryczesy z pełnym lejem silikonowym Elemento";"115148751.0521";"4057052436192";"3";"niebieski";"38"
"14737";"Bryczesy z pełnym lejem silikonowym Elemento Stripe";"115156900.051";"4057052435812";"0";"granatowy";"34"
"14737";"Bryczesy z pełnym lejem silikonowym Elemento Stripe";"115156900.0516";"4057052435829";"1";"granatowy";"36"
"14737";"Bryczesy z pełnym lejem silikonowym Elemento Stripe";"115156900.0521";"4057052435836";"1";"granatowy";"38"
"14737";"Bryczesy z pełnym lejem silikonowym Elemento Stripe";"115156900.0535";"4057052435850";"1";"granatowy";"42"
"14737";"Bryczesy z pełnym lejem silikonowym Elemento Stripe";"115156900.0527";"4057052435843";"1";"granatowy";"40"
"14737";"Bryczesy z pełnym lejem silikonowym Elemento Stripe";"115156900.054";"4057052435867";"1";"granatowy";"44"
"14738";"Strzemiona Flex-On Green Composite z kolcami dorośli czarno-biało-czerwone";"GC05IUG0111";"5901646947085";"1";"czarny/biały/czerwony";""
"14739";"Strzemiona Flex-On Green Composite z kolcami dorośli czarno-szaro-czarne";"GC05IUG0205";"5901646947122";"1";"czarny/szary/czarny";""
"14742";"Wkładki magnetyczne do strzemion bezpiecznych Flex-on Safe On brokatowe srebrne";"KSTISO24P";"5901646947603";"2";"brokatowo-srebrne";""
"14743";"Wkładki magnetyczne do strzemion bezpiecznych Flex-on Safe On brokatowe niebieskie";"KSTISO17P";"5901646947580";"1";"brokatowo-niebieskie";""
"14744";"Wkładki magnetyczne do strzemion bezpiecznych Flex-on Safe On niebieskie";"KSTISO17";"5901646947627";"1";"niebieskie";""
"14745";"Wkładki magnetyczne do strzemion bezpiecznych Flex-on Safe On czerwone";"KSTISO11";"5901646947610";"1";"czerwone";""
"14746";"Wkładki magnetyczne do strzemion bezpiecznych Flex-on Safe On śliwkowe";"KSTISO08";"5901646947641";"1";"śliwkowy";""
"14747";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113231200.051";"4057052433849";"1";"biały";"34"
"14747";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113231200.0516";"4057052433856";"1";"biały";"36"
"14747";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113231200.0521";"4057052433863";"3";"biały";"38"
"14747";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113231200.0527";"4057052433870";"2";"biały";"40"
"14748";"Uwiąz sznurkowy Ekkia z dwoma karabińczykami snap biały";"520013001";"3338025338639";"2";"biały";"2m"
"14749";"Wędzidło Ekkia Mac Genis";"600273125";"3338025279420";"2";"";"12,5 cm"
"14749";"Wędzidło Ekkia Mac Genis";"600273145";"3338025279437";"1";"";"14,5 cm"
"14749";"Wędzidło Ekkia Mac Genis";"600273135";"3338025033824";"1";"";"13,5 cm"
"14750";"Wędzidło Kimberwick Ekkia Feeling";"606642145";"3338025280105";"4";"";"14,5 cm"
"14751";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113239500.051";"4057052433986";"1";"szary";"34"
"14751";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113239500.0516";"4057052433993";"1";"szary";"36"
"14751";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113239500.0521";"4057052434006";"2";"szary";"38"
"14751";"Bryczesy z pełnym lejem silikonowym Mondiale Eva";"113239500.0527";"4057052434013";"1";"szary";"40"
"14752";"Bluza rozpinana męska Pikeur Spirit navy 2020";"503900 110 391 / 48";"4060795903739";"0";"navy";"48"
"14752";"Bluza rozpinana męska Pikeur Spirit navy 2020";"503900 110 391 / 50";"4060795903746";"1";"navy";"50"
"14752";"Bluza rozpinana męska Pikeur Spirit navy 2020";"503900 110 391 / 52";"4060795930094";"1";"navy";"52"
"14752";"Bluza rozpinana męska Pikeur Spirit navy 2020";"503900 110 391 / 54";"4060795939592";"1";"navy";"54"
"14753";"Koszulka HKM turniejowa Mondiale biała";"116491200.0113";"4057052433474";"2";"biały";"XS"
"14753";"Koszulka HKM turniejowa Mondiale biała";"116491200.0107";"4057052433450";"2";"biały";"S"
"14753";"Koszulka HKM turniejowa Mondiale biała";"116491200.0103";"4057052433443";"2";"biały";"M"
"14753";"Koszulka HKM turniejowa Mondiale biała";"116491200.0099";"4057052433436";"0";"biały";"L"
"14754";"Bluza rozpinana męska Pikeur Spirit agave 2020";"503900 110 550 / 48";"4060795913097";"1";"agave";"48"
"14754";"Bluza rozpinana męska Pikeur Spirit agave 2020";"503900 110 550 / 50";"4060795913103";"1";"agave";"50"
"14754";"Bluza rozpinana męska Pikeur Spirit agave 2020";"503900 110 550 / 52";"4060795933538";"1";"agave";"52"
"14754";"Bluza rozpinana męska Pikeur Spirit agave 2020";"503900 110 550 / 54";"4060795939295";"1";"agave";"54"
"14755";"Bryczesy damskie Pikeur Juli Grip grey 2020";"141406 486 260 / 34";"4060795931374";"0";"grey";"34"
"14755";"Bryczesy damskie Pikeur Juli Grip grey 2020";"141406 486 260 / 36";"4060795927889";"1";"grey";"36"
"14755";"Bryczesy damskie Pikeur Juli Grip grey 2020";"141406 486 260 / 38";"4060795927896";"1";"grey";"38"
"14755";"Bryczesy damskie Pikeur Juli Grip grey 2020";"141406 486 260 / 40";"4060795927902";"0";"grey";"40"
"14756";"Czaprak HKM Gelato Point różowy";"116983900.0155";"4057052439926";"3";"różowy";"PVS"
"14756";"Czaprak HKM Gelato Point różowy";"116983900.0872";"4057052439940";"1";"różowy";"Shetty"
"14757";"Kurtka Męska Eskadron Nick navy blue Fanatics 2020";"828583 102 390 / M";"4060795937321";"1";"Navy blue";"M"
"14757";"Kurtka Męska Eskadron Nick navy blue Fanatics 2020";"828583 102 390 / S";"4060795937314";"1";"Navy blue";"S"
"14757";"Kurtka Męska Eskadron Nick navy blue Fanatics 2020";"828583 102 390 / L";"4060795937338";"1";"Navy blue";"L"
"14759";"Czaprak HKM Gelato Point żółty";"116984300.0155";"4057052439957";"2";"żółty";"PVS"
"14759";"Czaprak HKM Gelato Point żółty";"116984300.0872";"4057052439971";"2";"żółty";"Shetty"
"14761";"Koszulka damska Pikeur Rina navy 2020";"523000 200 390 / 36";"4060795909779";"1";"navy";"36"
"14761";"Koszulka damska Pikeur Rina navy 2020";"523000 200 390 / 38";"4060795909786";"1";"navy";"38"
"14762";"Koszulka damska Pikeur Rina white  2020";"523000 200 010 / 36";"4060795909700";"1";"white";"36"
"14762";"Koszulka damska Pikeur Rina white  2020";"523000 200 010 / 34";"4060795909694";"1";"white";"34"
"14763";"Czaprak HKM Gelato Point pomarańczowo-różowy";"116974239.0155";"4057052440328";"3";"pomarańczowo-różowy";"PVS"
"14763";"Czaprak HKM Gelato Point pomarańczowo-różowy";"116974239.0872";"4057052440342";"2";"pomarańczowo-różowy";"Shetty"
"14764";"Czaprak HKM Gelato Point pomarańczowo-różowy";"";"";"2";"";""
"14765";"Czaprak HKM Advanced różowy z futerkiem";"117303900.0145";"4057052440038";"1";"różowy";"DL"
"14765";"Czaprak HKM Advanced różowy z futerkiem";"117303900.0144";"4057052440021";"0";"różowy";"VS"
"14766";"Czaprak HKM Advanced miętowy z futerkiem";"117305400.0145";"4057052440076";"1";"miętowy";"DL"
"14766";"Czaprak HKM Advanced miętowy z futerkiem";"117305400.0144";"4057052440069";"0";"miętowy";"VS"
"14768";"Ochraniacze HKM komplet 4szt aqua-czarny";"85665291.06479999";"4057052453298";"1";"aqual/czarny";"Cob/Full"
"14768";"Ochraniacze HKM komplet 4szt aqua-czarny";"85665291.06209999";"4057052453281";"0";"aqual/czarny";"Pony"
"14769";"Czaprak HKM Elemento Crown biały";"115961200.0314";"4057052439612";"2";"biały";"VS"
"14769";"Czaprak HKM Elemento Crown biały";"115961200.0145";"4057052439582";"0";"biały";"DL"
"14770";"Czaprak HKM Elemento Crown brązowy";"115962400.0314";"4057052439698";"0";"brązowy";"VS"
"14770";"Czaprak HKM Elemento Crown brązowy";"115962400.0145";"4057052439667";"1";"brązowy";"DL"
"14771";"Czaprak HKM Elemento Crown granatowy";"115966900.0314";"4057052439735";"1";"granatowy";"VS"
"14771";"Czaprak HKM Elemento Crown granatowy";"115966900.0145";"4057052439704";"0";"granatowy";"DL"
"14775";"Nauszniki HKM Elemento brązowe";"115972400.0641";"4057052439414";"1";"brązowy";"Cob"
"14775";"Nauszniki HKM Elemento brązowe";"115972400.065";"4057052439421";"0";"brązowy";"Full"
"14776";"Nauszniki HKM Elemento granatowe";"115976900.0641";"4057052439445";"1";"granatowy";"Cob"
"14776";"Nauszniki HKM Elemento granatowe";"115976900.065";"4057052439452";"0";"granatowy";"Full"
"14777";"Czaprak HKM Mondiale biały";"116021200.0145";"4057052439742";"1";"biały";"DL"
"14777";"Czaprak HKM Mondiale biały";"116021200.0314";"4057052439766";"2";"biały";"VS"
"14778";"Czaprak HKM Mondiale błękitny";"116026301.0145";"4057052439780";"1";"błękitny";"DL"
"14778";"Czaprak HKM Mondiale błękitny";"116026301.0314";"4057052439803";"0";"błękitny";"VS"
"14779";"Czaprak HKM Mondiale niebiesko-szary";"116028407.0145";"4057052439827";"3";"niebiesko-szary";"DL"
"14779";"Czaprak HKM Mondiale niebiesko-szary";"116028407.0314";"4057052439841";"2";"niebiesko-szary";"VS"
"14780";"Czaprak HORZE B Vertigo ciemnoszary";"17290ADGF";"6438433185645";"1";"ciemnoszary";"Full"
"14782";"Czaprak Horze w koniki fioletowy";"17312GLPU/P";"4063634000798";"0";"fioletowy";"Pony"
"14782";"Czaprak Horze w koniki fioletowy";"17312GLPU/SH";"4063634000804";"1";"fioletowy";"Shety"
"14783";"Czaprak HKM Mondiale pudrowy róż";"116028705.0145";"4057052439865";"0";"pudrowy róż";"DL"
"14783";"Czaprak HKM Mondiale pudrowy róż";"116028705.0314";"4057052439889";"1";"pudrowy róż";"VS"
"14786";"Czaprak Horze kawowy";"17382MBZ/F";"4063634001184";"2";"kawowy";"Full"
"14787";"Czaprak Horze granatowy";"17382VDB/F";"4063634001207";"1";"granatowy";"Full"
"14788";"Kantar Horze Carlisle czarny";"22300BL/C";"4063634003256";"3";"czarny";"Cob"
"14788";"Kantar Horze Carlisle czarny";"22300BL/F";"4063634003263";"2";"czarny";"Full"
"14788";"Kantar Horze Carlisle czarny";"22300BL/P";"4063634003270";"2";"czarny";"Pony"
"14788";"Kantar Horze Carlisle czarny";"22300BL/XF";"4063634003287";"1";"czarny";"Extra Full"
"14789";"Kurtka Kangurka Eskadron Tia Navy blue Fanatics 2020";"841483 120 390 / XS";"4060795937246";"0";"Navy blue";"XS"
"14789";"Kurtka Kangurka Eskadron Tia Navy blue Fanatics 2020";"841483 120 390 / M";"4060795937260";"0";"Navy blue";"M"
"14789";"Kurtka Kangurka Eskadron Tia Navy blue Fanatics 2020";"841483 120 390 / S";"4060795937253";"1";"Navy blue";"S"
"14789";"Kurtka Kangurka Eskadron Tia Navy blue Fanatics 2020";"841483 120 390 / L";"4060795937277";"0";"Navy blue";"L"
"14790";"Torebka-sakiewka na smakołyki HKM Gelato granatowo-miedziany";"118446978.0001";"4057052449291";"3";"granatowo-miedziany";""
"14790";"Torebka-sakiewka na smakołyki HKM Gelato granatowo-miedziany";"118446906.0001";"4057052449284";"0";"granatowy-turkusowy";""
"14791";"Kantar Horze Carlisle brązowy";"22300DBR/F";"4063634003300";"2";"brązowy";"Full"
"14791";"Kantar Horze Carlisle brązowy";"22300DBR/P";"4063634003317";"1";"brązowy";"Pony"
"14791";"Kantar Horze Carlisle brązowy";"22300DBR/C";"4063634003294";"3";"brązowy";"Cob"
"14791";"Kantar Horze Carlisle brązowy";"22300DBR/XF";"4063634003324";"0";"brązowy";"Extra Full"
"14792";"Legginsy młodzieżowe Horze z silikonem Madison Kids granatowe";"36217VDB120";"6438433201147";"1";"granatowy";"120 cm"
"14792";"Legginsy młodzieżowe Horze z silikonem Madison Kids granatowe";"36217VDB140";"6438433201185";"0";"granatowy";"140 cm"
"14792";"Legginsy młodzieżowe Horze z silikonem Madison Kids granatowe";"36217VDB150";"6438433201208";"0";"granatowy";"150 cm"
"14792";"Legginsy młodzieżowe Horze z silikonem Madison Kids granatowe";"36217VDB130";"6438433201161";"1";"granatowy";"130 cm"
"14792";"Legginsy młodzieżowe Horze z silikonem Madison Kids granatowe";"36217VDB160";"6438433201222";"0";"granatowy";"160 cm"
"14793";"Kantar skórzany HKM Lesley brązowo-granatowy";"116442460.0642";"4057052450655";"0";"brązowo-granatowy";"Cob"
"14793";"Kantar skórzany HKM Lesley brązowo-granatowy";"116442460.0651";"4057052450662";"1";"brązowo-granatowy";"Full"
"14794";"Kantar skórzany HKM Lesley brązowo-piaskowy";"116449117.0642";"4057052450686";"1";"brązowo-piaskowy";"Cob"
"14794";"Kantar skórzany HKM Lesley brązowo-piaskowy";"116449117.0651";"4057052450693";"1";"brązowo-piaskowy";"Full"
"14795";"Siatka na siano HKM Deluxe niebieska";"114326500.0001";"4057052404832";"3";"niebieski";""
"14796";"Legginsy damskie z silikonem Horze Madison granatowe";"36637VDB34";"6438433200867";"0";"granatowy";"34"
"14796";"Legginsy damskie z silikonem Horze Madison granatowe";"36637VDB36";"6438433200874";"1";"granatowy";"36"
"14796";"Legginsy damskie z silikonem Horze Madison granatowe";"36637VDB40";"6438433200898";"4";"granatowy";"40"
"14796";"Legginsy damskie z silikonem Horze Madison granatowe";"36637VDB42";"6438433200904";"0";"granatowy";"42"
"14796";"Legginsy damskie z silikonem Horze Madison granatowe";"36637VDB44";"6438433200911";"0";"granatowy";"44"
"14796";"Legginsy damskie z silikonem Horze Madison granatowe";"36637VDB38";"6438433200881";"0";"granatowy";"38"
"14797";"Kantar HKM Advanced granatowo-różowo-miętowy";"117326937.0642";"4057052440304";"0";"granatowy-różowy-miętowy";"Cob"
"14797";"Kantar HKM Advanced granatowo-różowo-miętowy";"117326937.0651";"4057052440311";"0";"granatowy-różowy-miętowy";"Cob"
"14797";"Kantar HKM Advanced granatowo-różowo-miętowy";"117326937.0618";"4057052440298";"1";"granatowy-różowy-miętowy";"Pony"
"14798";"Skarpety HKM Elemento brązowe";"115112400.1131";"4057052436376";"5";"brązowy";"35-38"
"14798";"Skarpety HKM Elemento brązowe";"115112400.1132";"4057052436383";"4";"brązowy";"39-42"
"14802";"Skarpety HKM Elemento niebieskie";"115118751.1131";"4057052436390";"5";"niebieski";"35-38"
"14802";"Skarpety HKM Elemento niebieskie";"115118751.1132";"4057052436406";"3";"niebieski";"39-42"
"14803";"Torba na akcesoria HKM Corona granatowa";"119886900.1372";"4057052438806";"4";"granatowy";"47x33x33"
"14805";"Kantar HKM Gelato różowy w kwiatki";"116964239.0618";"4057052440410";"3";"różowy";"Pony"
"14805";"Kantar HKM Gelato różowy w kwiatki";"116964239.1549";"4057052440434";"1";"różowy";"Mini Shetty"
"14805";"Kantar HKM Gelato różowy w kwiatki";"116964239.0758";"4057052440427";"2";"różowy";"Shetty"
"14806";"Frędzle przeciw owadom HKM Elemento granatowo-brązowo-różowe";"115991537.ST";"4057052440496";"5";"granatow-brązowy-różowy";"Full"
"14807";"Frędzle przeciw owadom HKM Advanced granatowo-różowo-miętowe";"117336937.ST";"4057052439995";"3";"granatowo-różowo-miętowy";"Full"
"14808";"Grzebień HKM do zaplatania koreczków czarny";"121699100.ST";"4057052451270";"1";"czarny";""
