"Identyfikator Produktu (ID)";"Nazwa produktu";"Kod referencyjny kombinacji";"Kod kreskowy EAN-13 lub JAN kombinacji";"Ilość";"Attribute KOLOR";"Attribute ROZMIAR"
"213";"Frak Pikeur Sarissa II granatowy";"02242-SARISSA II 2824-38";"4055377164141";"1";"granatowy";"38"
"213";"Frak Pikeur Sarissa II granatowy";"02243-SARISSA II 2824-72";"4055377164202";"1";"granatowy";"72"
"220";"Kamizelka bezpieczeństwa Pikeur męska";"02558-SICH.WESTE H.1003-L";"4047182359256";"0";"";"L"
"220";"Kamizelka bezpieczeństwa Pikeur męska";"02559-SICH.WESTE H.1003-M";"4047182301958";"0";"";"M"
"220";"Kamizelka bezpieczeństwa Pikeur męska";"02560-SICH.WESTE H.1003-S";"4047182356866";"1";"";"S"
"221";"Kamizelka bezpieczeństwa Pikeur młodzieżowa";"02562-SICH.WESTE K.1003-M";"5901646943025";"1";"";"M"
"228";"Kask Casco Mistrall-2 Floral czarny w kwiaty";"06.4041.S";"4031381046734";"2";"czarny w kwiaty";"XS-S 50-54 cm"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.M";"4031381046697";"0";"czarny mat";"S-M 55-57 cm"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.S";"4031381046703";"2";"czarny mat";"XS-S 50-54 cm"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.L";"4031381046680";"2";"czarny mat";"M-L 58-60 cm"
"229";"Kask Casco Mistrall-2 czarny mat";"06.4042.XL";"4031381405517";"0";"czarny mat";"L-XL 60-63 cm"
"230";"Kask Casco Mistrall-2 brązowy";"06.4043.M";"4031381046789";"0";"brązowy";"S-M 55-57 cm"
"230";"Kask Casco Mistrall-2 brązowy";"06.4043.S";"4031381046796";"2";"brązowy";"XS-S 50-54 cm"
"230";"Kask Casco Mistrall-2 brązowy";"06.4043.L";"4031381046772";"1";"brązowy";"M-L 58-60 cm"
"239";"Kask FP Lancer granatowy";"05113211200-M";"5901845345187";"0";"granatowy";"M 54-56 cm"
"239";"Kask FP Lancer granatowy";"05113211200-S";"5901845345170";"1";"granatowy";"S 50-53 cm"
"239";"Kask FP Lancer granatowy";"05113211200-L";"5901845345194";"0";"granatowy";"L 57-58 cm"
"245";"Kask HKM Croco czarny";"88139100.14";"4057052090820";"1";"czarny";"54-56 cm"
"245";"Kask HKM Croco czarny";"88139100.1401";"4057052090837";"0";"czarny";"56-58 cm"
"246";"Kask HKM York Flock czarny";"89299100.1533";"4057052104930";"2";"czarny";"53-55 cm"
"246";"Kask HKM York Flock czarny";"89299100.1401";"4057052104947";"0";"czarny";"56-58 cm"
"246";"Kask HKM York Flock czarny";"89299100.1402";"4057052104954";"0";"czarny";"59-61 cm"
"250";"Kask Horze Triton brązowy";"30047CBR/CBR52-54";"6438076712253";"1";"brązowy";"52-54"
"250";"Kask Horze Triton brązowy";"30047CBR/CBR54-56";"6438076712260";"0";"brązowy";"54-56"
"250";"Kask Horze Triton brązowy";"30047CBR/CBR56-58";"6438076712277";"0";"brązowy";"56-58"
"251";"Kask Horze Triton czarny";"30047BL/BL52-54";"6438076712215";"0";"czarny";"52-54"
"251";"Kask Horze Triton czarny";"30047BL/BL54-56";"6438076712222";"0";"czarny";"54-56"
"251";"Kask Horze Triton czarny";"30047BL/BL59-61";"6438076712246";"1";"czarny";"59-61"
"251";"Kask Horze Triton czarny";"30047BL/BL56-58";"6438076712239";"0";"czarny";"56-58"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB52-54";"6438076712338";"1";"granatowy";"52-54"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB59-61";"6438076712369";"0";"granatowy";"59-61"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB54-56";"6438076712345";"0";"granatowy";"54-56"
"252";"Kask Horze Triton granatowy";"30047PDB/PDB56-58";"6438076712352";"0";"granatowy";"56-58"
"254";"Kask Kerbl- Covalliero Nerron czarny";"32298";"4018653322987";"0";"czarny";"51-54 cm"
"254";"Kask Kerbl- Covalliero Nerron czarny";"32299";"4018653322994";"2";"czarny";"55-59 cm"
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-L";"5414774125763";"0";"czarny";"L"
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-M";"5414774125794";"0";"czarny";"M"
"255";"Kask Lamicell Ventex Classic czarny";"105322010100-S";"5414774107875";"2";"czarny";"S"
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-L";"5414774125770";"3";"granatowy";"L"
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-S";"5414774125831";"1";"granatowy";"S"
"256";"Kask Lamicell Ventex Classic granatowy";"105322120100-M";"5414774125800";"0";"granatowy";"M"
"257";"Kask Pikeur Pro Safe Classic czarny";"03240-PRO SAFE CLASSIC-56";"4047182752125";"0";"czarny";"56"
"257";"Kask Pikeur Pro Safe Classic czarny";"03241-PRO SAFE CLASSIC-57";"4047182752132";"0";"czarny";"57"
"257";"Kask Pikeur Pro Safe Classic czarny";"03242-PRO SAFE CLASSIC-58";"4047182752149";"1";"czarny";"58"
"257";"Kask Pikeur Pro Safe Classic czarny";"03243-PRO SAFE CLASSIC-59";"4047182752156";"1";"czarny";"59"
"258";"Kask Pikeur Pro Safe Excellence czarny";"pro";"4047182751999";"0";"czarny";"56"
"258";"Kask Pikeur Pro Safe Excellence czarny";"03245-PRO SAFE EXCELL-58";"4047182752019";"0";"czarny";"58"
"258";"Kask Pikeur Pro Safe Excellence czarny";"03246-PRO SAFE EXCELL-59";"4047182752026";"1";"czarny";"59"
"260";"Kask Samshield Shadowmatt granatowy";"03250-12346-M";"3125659667309";"3";"granatowy";"M"
"260";"Kask Samshield Shadowmatt granatowy";"03251-12350-S";"3125659667293";"4";"granatowy";"S"
"260";"Kask Samshield Shadowmatt granatowy";"03251-12350-L";"";"0";"granatowy";"L"
"268";"Kominiarka Horze czarna";"31036BL";"6438076141480";"10";"czarny";""
"269";"Kominiarka Horze z dzianiny czarna";"31035";"6438076054445";"3";"czarny";""
"273";"Koszula turniejowa Pikeur szara";"03359-H-HEMD 703-39";"4041362990277";"1";"szary";"39"
"273";"Koszula turniejowa Pikeur szara";"03387-H-HEMD 703-43";"4041362990314";"1";"szary";"43"
"275";"Koszula turn. męska Steve biała, steve shirt";"03364-2011-00005 XL";"4047791048626";"1";"biały";"XL"
"280";"Koszula turniejowa Pikeur kratka czarna";"03380-H-HEMD 714-43";"4047182490379";"1";"czarny";"43"
"282";"Koszulka turniejowa Pikeur";"03393-H-HEMD 700-39";"4041362635130";"1";"biały";"39"
"283";"Krawat biały";"217802";"4057962005082";"3";"biały";""
"288";"Kurtka Kingsland Bomber Classic";"03448-KLC-OW-300";"7071325116618";"1";"granatowy";"S"
"292";"Kurtka Pikeur Lucia czerwona";"03463-LUCIA 2600-34";"4055377516711";"1";"czerwony";"34"
"294";"Kurtka Pikeur Marleen szara";"03465-MARLEEN 4716-36";"4055377478972";"1";"szary";"36"
"295";"Kurtka Pikeur Marleen czarna";"03466-MARLEEN 4713-72";"4055377338603";"1";"czarny";"72"
"296";"Kurtka Pikeur Stina beżowa";"03469-STINA 1113-34";"4055377338177";"1";"beżowy";"34"
"296";"Kurtka Pikeur Stina beżowa";"03470-STINA 1113-36";"4055377338184";"0";"beżowy";"36"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0488";"4000315148301";"5";"bezbarwny";"164"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0502";"4000315148318";"2";"bezbarwny";"176"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.045899999999";"4000315148288";"1";"bezbarwny";"140"
"297";"Kurtka przeciwdeszczowa HKM transparentna";"8242.047500000001";"4000315148295";"2";"bezbarwny";"152"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0592";"4000315148356";"4";"bezbarwny";"L"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.0609";"4000315148349";"9";"bezbarwny";"M"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.067499999999";"4000315148325";"3";"bezbarwny";"XS"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.063";"4000315148332";"6";"bezbarwny";"S"
"298";"Kurtka przeciwdeszczowa HKM transparentna";"8242.066199999999";"4000315148363";"2";"bezbarwny";"XL"
"304";"Kurtka z kapturem męska Pikeur Eragon szara";"03493-ERAGON 1632-M";"4055377239696";"1";"szary";"M"
"305";"Bluza z kapturem Pikeur Fynn granatowa";"03494-FYNN 2617-L";"4055377348480";"0";"granatowy";"L"
"305";"Bluza z kapturem Pikeur Fynn granatowa";"03495-FYNN 2617-M";"4055377348473";"1";"granatowy";"M"
"307";"Kurtka z kapturem Pikeur parka antracytowa";"03497-AIKA 2709-36";"4055377237166";"1";"antracytowy";"36"
"310";"Kurtyna na boks Eskadron czarna";"361000 400 290 / STÜCK";"4047182349455";"2";"czarny";""
"314";"Numery startowe Horze";"";"";"33";"";""
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KL";"4043969356692";"22";"czarny";"KL"
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KM";"4043969356708";"34";"czarny";"KM"
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KS";"4043969356715";"18";"czarny";"KS"
"316";"Ochraniacz na plecy Swing z kamizelką P07 młodzieżowy";"2148601-KXL";"4043969356722";"21";"czarny";"KXL"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EL";"4043969356654";"15";"czarny";"L"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EM";"4043969356661";"17";"czarny";"M"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-ES";"4043969356678";"1";"czarny";"S"
"317";"Ochraniacz na plecy Swing z kamizelką P07";"2148601-EXL";"4043969356685";"6";"czarny";"XL"
"318";"Ochraniacze gumowe na obuwie czarne";"203701";"4043969010068";"1";"czarny";"35-37"
"318";"Ochraniacze gumowe na obuwie czarne";"203702";"4043969010075";"1";"czarny";"37-38,5"
"318";"Ochraniacze gumowe na obuwie czarne";"203703";"4043969010082";"0";"czarny";"39-40"
"318";"Ochraniacze gumowe na obuwie czarne";"203704";"4043969010099";"0";"czarny";"41-43"
"318";"Ochraniacze gumowe na obuwie czarne";"203705";"4043969010105";"1";"czarny";"43,5-45"
"321";"Ochraniacze przeciwdeszczowe na bryczesy czarne";"12824-L";"5901646924352";"0";"czarny";"L"
"321";"Ochraniacze przeciwdeszczowe na bryczesy czarne";"12823-M";"5901646924376";"1";"czarny";"M"
"321";"Ochraniacze przeciwdeszczowe na bryczesy czarne";"12822-S";"5901646924369";"1";"czarny";"S"
"323";"Oficerki HKM Valencia brązowe";"39942400.0522";"4000315765690";"1";"brązowy";"38"
"323";"Oficerki HKM Valencia brązowe";"39942400.0562";"4000315765683";"1";"brązowy";"37"
"324";"Oficerki HKM Valencia czarne";"39949100.0517";"4000315670710";"3";"czarny";"36"
"324";"Oficerki HKM Valencia czarne";"39949100.0062";"4000315670727";"0";"czarny";"37"
"324";"Oficerki HKM Valencia czarne";"39949100.0522";"4000315670734";"1";"czarny";"38"
"324";"Oficerki HKM Valencia czarne";"39949100.0065";"4000315670741";"1";"czarny";"39"
"324";"Oficerki HKM Valencia czarne";"39949100-41";"4000315670765";"0";"czarny";"41"
"324";"Oficerki HKM Valencia czarne";"39949100.0528";"4000315670758";"1";"czarny";"40"
"324";"Oficerki HKM Valencia czarne";"100379100.0062-37";"4057052213953";"0";"czarny";"37"
"324";"Oficerki HKM Valencia czarne";"100379100.0522-38";"4057052213960";"1";"czarny";"38"
"324";"Oficerki HKM Valencia czarne";"44179100.0522";"4000315694631";"1";"czarny";"38"
"325";"Oficerki PCV ""Flexo""";"326632";"4018653011447";"1";"";"32"
"325";"Oficerki PCV ""Flexo""";"326645-45";"4018653011591";"1";"";"45"
"325";"Oficerki PCV ""Flexo""";"326633-33";"4018653011454";"0";"";"33"
"325";"Oficerki PCV ""Flexo""";"326635-35";"4018653011492";"0";"";"35"
"325";"Oficerki PCV ""Flexo""";"326641-41";"4018653011553";"0";"";"41"
"325";"Oficerki PCV ""Flexo""";"326642-42";"";"0";"";"42"
"325";"Oficerki PCV ""Flexo""";"326643-43";"4018653011577";"0";"";"43"
"325";"Oficerki PCV ""Flexo""";"326639-39";"";"0";"";"39"
"329";"Opaska na głowę Pikeur brązowa";"04926-STIRNBAND 1476-55";"4047182727512";"2";"brązowy";"55"
"329";"Opaska na głowę Pikeur brązowa";"04927-STIRNBAND 1476-57";"4047182727529";"3";"brązowy";"57"
"334";"Ostrogi gumowane z paskiem nylonowym Waldhausen damskie";"6266120";"4043969206171";"2";"";"20 mm"
"334";"Ostrogi gumowane z paskiem nylonowym Waldhausen damskie";"6266130";"4043969206188";"4";"";"30 mm"
"338";"Ostrogi damskie York";"270215-15";"5901157745774";"2";"";"15 mm"
"338";"Ostrogi damskie York";"270220-20";"5901157745781";"3";"";"20 mm"
"338";"Ostrogi damskie York";"03656-2702";"2702";"0";"";""
"340";"Ostrogi dziecięce York";"270115-15";"5901157745767";"3";"";"15 mm"
"343";"Ostrogi Waldhausen Gentle plastikowo-gumowe szare";"6266320";"4043969236284";"1";"szary";"20 mm"
"344";"Ostrogi młotkowe Waldhausen Grand Prix stal nierdzewna";"136930";"4043969215890";"2";"";"30 mm"
"344";"Ostrogi młotkowe Waldhausen Grand Prix stal nierdzewna";"136920";"4043969215883";"3";"";"20 mm"
"347";"Ostrogi Horze ""łabędzie"" męskie";"39719-MEN";"6438076342337";"2";"";""
"348";"Ostrogi Horze damskie";"3970214L";"6438076116372";"2";"";"14 mm"
"348";"Ostrogi Horze damskie";"3970220L";"6438076116402";"5";"";"20 mm"
"348";"Ostrogi Horze damskie";"3970230L";"6438076116426";"2";"";"30 mm"
"349";"Ostrogi Horze dziecięce";"3970214C";"6438076116365";"1";"";"14 mm"
"349";"Ostrogi Horze dziecięce";"3970218C";"6438076116396";"2";"";"18 mm"
"350";"Ostrogi Horze kulkowe damskie";"3970515L";"6438076116457";"2";"";"15 mm"
"350";"Ostrogi Horze kulkowe damskie";"3970525L";"6438076116471";"1";"";"25 mm"
"350";"Ostrogi Horze kulkowe damskie";"3970535L";"6438076116495";"2";"";"35 mm"
"351";"Ostrogi Horze kulkowe męskie";"3970515M";"6438076116464";"1";"";"15 mm"
"351";"Ostrogi Horze kulkowe męskie";"3970525M";"6438076116488";"2";"";"25 mm"
"351";"Ostrogi Horze kulkowe męskie";"3970535M";"6438076116501";"2";"";"35 mm"
"352";"Ostrogi Horze męskie";"3970214M";"6438076116389";"2";"";"14 mm"
"352";"Ostrogi Horze męskie";"3970220M";"6438076116419";"3";"";"20 mm"
"352";"Ostrogi Horze męskie";"3970230M";"6438076116433";"2";"";"30 mm"
"353";"Ostrogi Horze z kółkiem damskie";"";"";"1";"";""
"354";"Ostrogi Horze z kulką metalową damskie";"39720LDS";"6438076342344";"2";"";"20 mm"
"355";"Ostrogi Horze z kulką metalową męskie";"39720MEN";"6438076342351";"3";"";"20 mm"
"357";"Ostrogi gumowane z paskiem nylonowym Waldhausen męskie";"6266230";"4043969206201";"1";"";"30 mm"
"357";"Ostrogi gumowane z paskiem nylonowym Waldhausen męskie";"6266220";"4043969206195";"1";"";"20 mm"
"362";"Ostrogi z gwiazdkami Waldhausen stal nierdzewna";"628120-20";"4043969215944";"2";"";"20 mm"
"362";"Ostrogi z gwiazdkami Waldhausen stal nierdzewna";"628130-30";"4043969030424";"1";"";"30 mm"
"363";"Ostrogi męskie Metalab prosty szpic";"100603M20-20";"5414774080727";"0";"";"20 mm"
"363";"Ostrogi męskie Metalab prosty szpic";"100603M30-30";"5414774080734";"1";"";"30 mm"
"364";"Ostrogi męskie York";"270415-15";"5901157745859";"1";"";"15 mm"
"365";"Ostrogi Waldhausen Pessoa gumowane";"657120";"4043969031254";"2";"czarny";"20 mm"
"365";"Ostrogi Waldhausen Pessoa gumowane";"657130";"4043969031261";"2";"czarny";"30 mm"
"368";"Ostrogi z kółkami Waldhausen stal nierdzewna";"6280";"4043969215937";"0";"";"20 mm"
"368";"Ostrogi z kółkami Waldhausen stal nierdzewna";"628030-30";"4043969030417";"0";"";"30 mm"
"368";"Ostrogi z kółkami Waldhausen stal nierdzewna";"628020";"4043969215937";"1";"";"20 mm"
"369";"Ostrogi z paskiem nylonowym Waldhausen damskie";"626410";"4043969193709";"1";"";"10 mm"
"369";"Ostrogi z paskiem nylonowym Waldhausen damskie";"626420";"4043969024232";"0";"";"20 mm"
"369";"Ostrogi z paskiem nylonowym Waldhausen damskie";"626430";"4043969024249";"2";"";"30 mm"
"370";"Ostrogi z paskiem nylonowym Waldhausen męskie";"626310";"4043969193693";"2";"";"10 mm"
"370";"Ostrogi z paskiem nylonowym Waldhausen męskie";"626320";"4043969024201";"3";"";"20 mm"
"370";"Ostrogi z paskiem nylonowym Waldhausen męskie";"626330";"4043969024218";"4";"";"30 mm"
"372";"Ostrogi z rolkami Waldhausen czarne";"625401";"4043969277355";"1";"czarny";"30 mm"
"377";"Pareo Pikeur szare";"05220-TUCH / 1587";"4055377283743";"2";"szary";""
"377";"Pareo Pikeur szare";"05220-TUCH / 1587";"4055377283743";"2";"szary";""
"378";"Pasek Pikeur z ćwiekami brązowy";"05268-BELT 1537-85";"4055377224272";"1";"brązowy";"85 cm"
"378";"Pasek Pikeur z ćwiekami brązowy";"05269-BELT 1537-95";"4055377224296";"1";"brązowy";"95 cm"
"386";"Paski do ostróg czarne skórzane Horze";"39910BL";"6438076329536";"3";"czarny";""
"387";"Paski do ostróg HKM Colour granatowe";"90596900.ST";"4057052115554";"1";"granatowy";""
"388";"Paski do ostróg HKM Colour różowe";"90593900.ST";"4057052115547";"3";"różowy";""
"391";"Paski do ostróg Horze Essex brązowe";"39906BR";"6438076670379";"1";"brązowy";""
"392";"Paski do ostróg Horze Essex czarne";"39906BL";"6438076670362";"3";"czarny";""
"393";"Paski do ostróg Horze Exclusive skórzane czarne";"";"";"1";"";""
"395";"Paski do ostróg z brokatem Waldhausen czarne";"9568301";"4043969312995";"1";"czarny";""
"398";"Plastron Waldhausen Claire z kuleczkami";"3209602";"4043969388433";"4";"biały";""
"399";"Plastron Waldhausen Elton";"205925";"4043969035481";"4";"";""
"400";"Plastron Elton dziecięcy";"205924";"4043969129395";"3";"";""
"400";"Plastron Elton dziecięcy";"205924";"4043969129395";"3";"";""
"402";"Plastron HKM Exclusive biały";"42721212.0099";"4000315688166";"1";"biały";"L"
"402";"Plastron HKM Exclusive biały";"42721212.0103";"4000315688159";"0";"biały";"M"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.045899999999";"4000315173433";"4";"transparentny";"140"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.047500000001";"4000315173440";"3";"transparentny";"152"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.063";"4000315173488";"3";"transparentny";"S"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.066199999999";"4000315173518";"4";"transparentny";"XL"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.067499999999";"4000315173471";"9";"transparentny";"XS"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.0609";"4000315173495";"5";"transparentny";"M"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.0592";"4000315173501";"2";"transparentny";"L"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.0488";"4000315173457";"2";"transparentny";"164"
"404";"Płaszcz przeciwdeszczowy HKM transparentny";"8243.0502";"4000315173464";"4";"transparentny";"176"
"406";"Polo konkursowe Horze Supreme niebieskie";"32796-OLB-L";"6438076578026";"1";"niebieski";"L"
"406";"Polo konkursowe Horze Supreme niebieskie";"32796-OLB-M";"6438076578033";"0";"niebieski";"M"
"406";"Polo konkursowe Horze Supreme niebieskie";"32796-OLB-S";"6438076578040";"1";"niebieski";"S"
"408";"Polo konkursowe Pikeur białe";"05607-HETURNSHIRT 6007-43";"4055377082988";"1";"biały";"43"
"423";"Polo turniejowe Pikeur białe";"05648-H-TURN.SHIRT 6043-41";"4047182414009";"1";"biały";"41"
"424";"Polo turniejowe Pikeur białe";"05649-H-TURN.SHIRT 6043-42";"4047182416720";"1";"biały";"42"
"424";"Polo turniejowe Pikeur białe";"05650-H-TURN.SHIRT 6043-43";"4047182416737";"0";"biały";"43"
"426";"Polo turniejowe Pikeur granatowe";"05652-H-TURN.SHIRT 6064/43";"4047182488413";"1";"granatowy";"43"
"428";"Polo turniejowe Pikeur szare";"05655-H-TURN.SHIRT 6091-41";"4047182583835";"1";"szary";"41"
"429";"Prawidła do oficerek Horze czarne";"38600BL";"6438076178790";"10";"czarny";""
"430";"Prawidła do oficerek Busse czarne";"729303.M27.999.";"4026107288093";"6";"czarny";""
"431";"Prawidła do oficerek HKM szare";"65577100.ST";"4000315429332";"14";"szary";""
"432";"Prawidła do oficerek Waldhausen szare";"204800";"4043969336595";"6";"szary";""
"434";"Siatka na włosy z kokardą z diamencikami granatowa";"61366900.ST";"4000315132157";"3";"granatowy";""
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 33";"5901646944541";"2";"czarny";"33"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 35";"5901646946033";"2";"czarny";"35"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 31";"5901646946002";"1";"czarny";"31"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 32";"5901646946019";"1";"czarny";"32"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 36";"5901646946040";"1";"czarny";"36"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 37";"5901646946057";"0";"czarny";"37"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 38";"5901646944534";"3";"czarny";"38"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 39";"5901646946064";"4";"czarny";"39"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 40D";"5901646946071";"2";"czarny";"40D"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 40M";"5901646946088";"0";"czarny";"40M"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 41D";"5901646946095";"0";"czarny";"41D"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 41M";"5901646946101";"2";"czarny";"41M"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 42";"5901646946118";"4";"czarny";"42"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 43";"5901646946125";"3";"czarny";"43"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 44";"5901646946132";"2";"czarny";"44"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 45";"5901646946149";"1";"czarny";"45"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 46";"5901646946156";"2";"czarny";"46"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 30";"5901646945999";"0";"czarny";"30"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 47";"5901646946163";"2";"czarny";"47"
"435";"Sztyblety Classic Hippica Czarne";"SZTYBLETY CLASSIC CZ 34";"5901646946026";"2";"czarny";"34"
"436";"Siatka na włosy Waldhausen z perełkami biała";"7173502";"4043969359921";"7";"biały";""
"437";"Spinka do plastronu HKM srebrna z podkową";"4224.ST";"4000315237517";"6";"srebrny";""
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 34";"5901646946170";"1";"brązowy";"34"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 35";"5901646946187";"2";"brązowy";"35"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 38";"5901646946217";"3";"brązowy";"38"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 39";"5901646946224";"0";"brązowy";"39"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 40D";"5901646946231";"0";"brązowy";"40D"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 40M";"5901646946248";"3";"brązowy";"40M"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 41D";"5901646946255";"1";"brązowy";"41D"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 41M";"5901646946262";"3";"brązowy";"41M"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 42";"5901646946279";"2";"brązowy";"42"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 43";"5901646946286";"1";"brązowy";"43"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 44";"5901646946293";"1";"brązowy";"44"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 45";"5901646946309";"1";"brązowy";"45"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 46";"5901646946316";"0";"brązowy";"46"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 36";"5901646946194";"2";"brązowy";"36"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 37";"5901646946200";"2";"brązowy";"37"
"441";"Sztyblety Elite Hippica Brąz";"SZTYBLETY ELITE BR 47";"5901646946323";"1";"brązowy";"47"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 35";"5901646946354";"2";"czarny";"35"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 36";"5901646946361";"2";"czarny";"36"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 37";"5901646946378";"1";"czarny";"37"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 38";"5901646946385";"7";"czarny";"38"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 39";"5901646946392";"4";"czarny";"39"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 40D";"5901646946408";"0";"czarny";"40D"
"442";"Sztyblety Elite Hippica Czarne";"SZTYBLETY ELITE CZ 40M";"5901646946415";"2";"czarny";"40M"
